id,created_at,from_user_name,from_user_id,from_user_realname,party,region,text,Unnamed: 0,question,answer,workerid,assignment_id,status
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",1714,q_22076215,democrat,A175PJR0W3LO8I,31HQ4X3T38P92BCJ3J18D9Y4MCDSLT,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",1768,q_22076215,democrat,A35BY30TC8WCL4,3KOPY89HMOHZN434AJOUPMD0Q7FJ3W,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",1822,q_22076215,democrat,A3OZ8KF0HWSVWK,3RANCT1ZVVWD4FIB1B7EE7KNVFWBUH,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",1876,q_22076215,democrat,A22KRF782ELLB0,3TR2532VI59YKNQMTLMSWPPK0YT6J1,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",837,q_22076215,democrat,A2IOT3PCS9G5RK,33FOTY3KE20G5NJJDNTPEPL82V11C1,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",891,q_22076215,democrat,A3CFNUD7VR2E1E,3DOCMVPBT3T2AYNZ7001R7SN40JNNC,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",945,q_22076215,democrat,A22KRF782ELLB0,3HQUKB7LNVTIQ6FD14ABH3YVWC4HHR,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",999,q_22076215,democrat,A3OZ8KF0HWSVWK,34QN5IT0TF6EMV8O0S9KYY6F7DM085,Approved
22076215,2020-10-31 14:31:25,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Covid relief is critical to helping families. It’s also about ensuring that state &amp; local governments have the resources to get this pandemic under control. There’s no back to ‘normal’ until states have the resources they need to get safe, effective vaccines out to communities.",1053,q_22076215,democrat,A35BY30TC8WCL4,3C2NJ6JBKQW6LCY6LH2HZJPPT66N21,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,588,q_20829330,democrat,A35BY30TC8WCL4,3WYGZ5XF3CUYI5U1IJP7Y9LPXC9KSJ,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,642,q_20829330,democrat,A31Z5TPD8QKE26,3K3R2QNK8RIUGM3E3RTIN1PX7FYU9V,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,696,q_20829330,democrat,A22KRF782ELLB0,3BXQMRHWKFD9N6M8S0XNSNVH7E7MUO,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,750,q_20829330,democrat,A3OLRWACCCCUTU,3CPLWGV3M4EHLWJ56QHW96X3ZKB9NQ,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,804,q_20829330,republican,A2Q1YS118AO2BP,3EICBYG64KBN04ZN3CZVIPHUWLDJCH,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,2163,q_20829330,democrat,A2IOT3PCS9G5RK,3P59JYT761Z4GP3QIDOT8IVHIND2T0,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,2217,q_20829330,democrat,A22KRF782ELLB0,3H7XDTSHKS6MN0FRCXETX6WHW02WG5,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,2271,q_20829330,democrat,A2R0YYUAWNT7UD,3KYQYYSHYBMB67WYJLMBARGYG6TDO6,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,2325,q_20829330,democrat,A3OZ8KF0HWSVWK,3S3AMIZX3AKAXIZVTGDKFRMHRTCDCD,Approved
20829330,2020-09-10 19:49:08,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,Pres. Trump says nothing about Putin poisoning oppo politicians or of Russian bounties on our U.S. military. But he boasts of protecting the Saudi leader after our own intel found that he was responsible for murder of U.S. resident &amp; journalist Jamal Khashoggi. Another new low.,2379,q_20829330,democrat,A4W9APAHFWVLO,352YTHGROBSOEURIMXQSNEPRR8SH4H,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2475,q_20794270,democrat,A2IOT3PCS9G5RK,3N2BF7Y2V694IKGOS1QO986RD6DHMQ,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2529,q_20794270,democrat,A35BY30TC8WCL4,3UXUOQ9OKUC6NU1NIPE794MX5M5A7A,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2583,q_20794270,democrat,A3OZ8KF0HWSVWK,339ANSOTRLH9ORR5D7VTU7F2OEEKIY,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2637,q_20794270,republican,A147F5PJTHOB8A,3M0BCWMB8BBQWJ7GWBMFWV5KGVBBWK,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2691,q_20794270,republican,A2Q1YS118AO2BP,333U7HK6IPUX5W5138U62VZCHLPJDH,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",1916,q_20794270,democrat,A2IOT3PCS9G5RK,3KAKFY4PGAH3STJYS13UDLY0DKZI3C,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",1970,q_20794270,democrat,A22KRF782ELLB0,3OVR4I9US5Y1RNQL5NDMWSHSIVK4QW,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2024,q_20794270,democrat,A35BY30TC8WCL4,3AQF3RZ55OXIFL4QAVV7HRXS7KM6FU,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2078,q_20794270,democrat,A2ELXYKRPPGRPB,3SNVL38CIK7IBO55LXZ7J4H7B2KKC8,Approved
20794270,2020-09-09 15:11:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"The Senate Republican COVID package is insulting to the Americans who have been waiting for months for relief. The extent of the misery is unimaginable &amp; McConnell responds by designing a bill so intentionally weak &amp; insufficient that it’s destined to fail.

It’s a game to them.",2132,q_20794270,democrat,APGX2WZ59OWDN,3OONKJ5DKSYIRAYE5PV5F1SYDMXBOF,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,568,q_21601065,democrat,A35BY30TC8WCL4,3WYGZ5XF3CUYI5U1IJP7Y9LPXC9KSJ,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,622,q_21601065,democrat,A31Z5TPD8QKE26,3K3R2QNK8RIUGM3E3RTIN1PX7FYU9V,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,676,q_21601065,democrat,A22KRF782ELLB0,3BXQMRHWKFD9N6M8S0XNSNVH7E7MUO,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,730,q_21601065,democrat,A3OLRWACCCCUTU,3CPLWGV3M4EHLWJ56QHW96X3ZKB9NQ,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,784,q_21601065,democrat,A2Q1YS118AO2BP,3EICBYG64KBN04ZN3CZVIPHUWLDJCH,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,2482,q_21601065,democrat,A2R0YYUAWNT7UD,3X4JMASXC2OXOT6V34TUP0WGFIRB0X,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,2536,q_21601065,democrat,A2IOT3PCS9G5RK,39LNWE0K4ABNRNWH7LZV0UO0QXKIUL,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,2590,q_21601065,democrat,A3OZ8KF0HWSVWK,3PPTZCWAL6ZHUKEAQG3CQOU1JPGZQU,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,2644,q_21601065,democrat,A22KRF782ELLB0,31Z0PCVWU0UB2Q0WOP5O49CPT4B7TZ,Approved
21601065,2020-10-13 02:45:50,SenSchumer,17494010,Chuck Schumer,Democrat,NY,Democrats will not stop fighting for the millions of Americans who could have their health coverage ripped away. #WhatsAtStake,2698,q_21601065,democrat,A35BY30TC8WCL4,3JMSRU9HQY9BOXJVGSJ9B1SRCC0VEU,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1657,q_20777476,democrat,A2IQ0QCTQ3KWLT,3L70J4KAZW1M432X92HT9WWTRX2DA0,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1711,q_20777476,democrat,A175PJR0W3LO8I,31HQ4X3T38P92BCJ3J18D9Y4MCDSLT,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1765,q_20777476,democrat,A35BY30TC8WCL4,3KOPY89HMOHZN434AJOUPMD0Q7FJ3W,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1819,q_20777476,democrat,A3OZ8KF0HWSVWK,3RANCT1ZVVWD4FIB1B7EE7KNVFWBUH,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1873,q_20777476,democrat,A22KRF782ELLB0,3TR2532VI59YKNQMTLMSWPPK0YT6J1,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1116,q_20777476,democrat,A2IOT3PCS9G5RK,3W92K5RLWAWBSEQ25RQ677MEZIKV5A,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1170,q_20777476,democrat,A2R0YYUAWNT7UD,3WR9XG3T6JQRL5L69O4GW10XD4L74S,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1224,q_20777476,democrat,A3OZ8KF0HWSVWK,3E13VNJ1N3A7IQ5J5XPBPSJ3F0N1I5,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1278,q_20777476,democrat,A22KRF782ELLB0,33OOO72IVX0HE7VSF6DZKV43UF5CT0,Approved
20777476,2020-09-09 00:25:54,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We'll know Senate Republicans are serious about COVID-19 relief when they stop insisting on harmful policies that have zero chance of becoming law and zero ability to meet our communities' deep needs. Until then, they’re still wasting time people don’t have.",1332,q_20777476,democrat,APGX2WZ59OWDN,3VA45EW4932HECGM3S2G9PFPRA6O19,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2446,q_21823973,democrat,A2IOT3PCS9G5RK,3N2BF7Y2V694IKGOS1QO986RD6DHMQ,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2500,q_21823973,democrat,A35BY30TC8WCL4,3UXUOQ9OKUC6NU1NIPE794MX5M5A7A,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2554,q_21823973,democrat,A3OZ8KF0HWSVWK,339ANSOTRLH9ORR5D7VTU7F2OEEKIY,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2608,q_21823973,democrat,A147F5PJTHOB8A,3M0BCWMB8BBQWJ7GWBMFWV5KGVBBWK,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2662,q_21823973,republican,A2Q1YS118AO2BP,333U7HK6IPUX5W5138U62VZCHLPJDH,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2171,q_21823973,democrat,A2IOT3PCS9G5RK,3P59JYT761Z4GP3QIDOT8IVHIND2T0,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2225,q_21823973,democrat,A22KRF782ELLB0,3H7XDTSHKS6MN0FRCXETX6WHW02WG5,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2279,q_21823973,democrat,A2R0YYUAWNT7UD,3KYQYYSHYBMB67WYJLMBARGYG6TDO6,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2333,q_21823973,democrat,A3OZ8KF0HWSVWK,3S3AMIZX3AKAXIZVTGDKFRMHRTCDCD,Approved
21823973,2020-10-21 15:19:00,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Between the anguished cries of parents who have lost their children and children who have lost their parents, and the grief of over 220,000 families mourning a loved one, this Administration has caused this Nation immeasurable pain. It’s unforgivable.",2387,q_21823973,democrat,A4W9APAHFWVLO,352YTHGROBSOEURIMXQSNEPRR8SH4H,Approved
21856367,2020-10-22 16:00:40,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Judge Barrett’s record is full of red flags when it comes to LGBTQ rights. If she is confirmed, the right of Americans to simply be who they are and love who they love is at risk. Marriage equality is at risk. We can’t take that chance—I’m voting to #BlockBarrett.",549,q_21856367,democrat,A35BY30TC8WCL4,3WYGZ5XF3CUYI5U1IJP7Y9LPXC9KSJ,Approved
21856367,2020-10-22 16:00:40,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Judge Barrett’s record is full of red flags when it comes to LGBTQ rights. If she is confirmed, the right of Americans to simply be who they are and love who they love is at risk. Marriage equality is at risk. We can’t take that chance—I’m voting to #BlockBarrett.",603,q_21856367,democrat,A31Z5TPD8QKE26,3K3R2QNK8RIUGM3E3RTIN1PX7FYU9V,Approved
